,StockCode,Total_Sales,Total_Quantity_Purchase,Frequency,Mean_diff_purchase,Description
1030,22116,620.4200000000003,575,148,3.1982758620689653,METAL SIGN HIS DINNER IS SERVED
1031,22117,3896.4499999999985,1320,95,4.7215189873417724,METAL SIGN HER DINNER IS SERVED 
1032,22118,901.4600000000003,232,91,5.920634920634921,JOY WOODEN BLOCK LETTERS
1033,22119,1766.570000000002,351,113,5.253521126760563,PEACE WOODEN BLOCK LETTERS
1034,22120,5276.939999999996,526,191,2.5902777777777777,WELCOME  WOODEN BLOCK LETTERS
1035,22121,2165.650000000001,353,135,4.493975903614458,NOEL WOODEN BLOCK LETTERS 
1036,22123,1069.1699999999996,509,124,3.967741935483871,PING MICROWAVE APRON
1037,22124,309.11000000000007,150,77,5.920634920634921,SET OF 2 TEA TOWELS PING MICROWAVE
1038,22125,139.86,13,3,107.33333333333333,UNION JACK HOT WATER BOTTLE 
1039,22127,504.88,404,23,21.941176470588236,PARTY CONES CARNIVAL ASSORTED
1040,22128,2127.53,1762,76,5.567164179104478,PARTY CONES CANDY ASSORTED
1041,22129,1231.5200000000016,1194,101,5.125,PARTY CONES CANDY DECORATION
1042,22130,2664.629999999999,2277,113,5.328571428571428,PARTY CONE CHRISTMAS DECORATION 
1043,22131,3952.1900000000064,2039,302,2.125714285714286,FOOD CONTAINER SET 3 LOVE HEART 
1044,22132,939.0300000000008,1038,154,3.1709401709401708,RED LOVE HEART SHAPE CUP
1045,22133,770.7300000000001,816,133,3.7857142857142856,PINK LOVE HEART SHAPE CUP
1046,22134,419.42000000000024,890,164,3.2719298245614037,MINI LADLE LOVE HEART RED 
1047,22135,322.80000000000035,568,180,3.1083333333333334,MINI LADLE LOVE HEART PINK
1048,22136,680.9299999999995,379,87,5.405797101449275,LOVE HEART SOCK HANGER
1049,22137,237.98000000000002,82,14,28.53846153846154,BATHROOM SET LOVE HEART DESIGN
1050,22138,24239.72000000012,4948,947,1.37890625,BAKING SET 9 PIECE RETROSPOT 
1051,22139,22912.810000000125,4527,972,1.3866171003717471,RETROSPOT TEA SET CERAMIC 11 PC 
1052,22141,6474.29000000002,2796,469,3.057377049180328,CHRISTMAS CRAFT TREE TOP ANGEL
1053,22142,4950.539999999989,3250,389,3.1880341880341883,CHRISTMAS CRAFT WHITE FAIRY 
1054,22144,9681.180000000033,4082,560,2.7028985507246377,CHRISTMAS CRAFT LITTLE FRIENDS
1055,22145,63.0,30,1,366.0,CHRISTMAS CRAFT HEART STOCKING 
1056,22146,1.95,1,1,318.0,EASTER CRAFT IVY WREATH WITH CHICK
1057,22147,8626.93999999999,6230,498,1.7348837209302326,FELTCRAFT BUTTERFLY HEARTS
1058,22148,3929.150000000007,1939,192,4.068965517241379,EASTER CRAFT 4 CHICKS 
1059,22149,12373.88000000005,6078,559,1.6877828054298643,FELTCRAFT 6 FLOWER FRIENDS
1060,22150,5925.389999999977,3030,479,1.6954545454545455,3 STRIPEY MICE FELTCRAFT
1061,22151,6332.289999999994,15150,340,1.8743718592964824,PLACE SETTING WHITE HEART
1062,22152,1053.5000000000002,2408,110,4.7215189873417724,PLACE SETTING WHITE STAR
1063,22153,1134.250000000001,2653,138,4.782051282051282,ANGEL DECORATION STARS ON DRESS
1064,22154,1638.3500000000008,3749,169,4.6625,ANGEL DECORATION 3 BUTTONS 
1065,22155,1134.4500000000007,2454,151,4.7215189873417724,STAR DECORATION RUSTIC
1066,22156,2114.8300000000013,2198,263,2.246987951807229,HEART DECORATION WITH PEARLS 
1067,22157,180.19999999999996,212,11,41.0,ANGEL DECORATION WITH LACE PADDED
1068,22158,11944.88000000003,3463,315,2.968,3 HEARTS HANGING DECORATION RUSTIC
1069,22161,1647.1599999999974,5088,362,1.9427083333333333,HEART DECORATION RUSTIC HANGING 
1070,22162,841.2400000000004,264,92,5.7384615384615385,HEART GARLAND RUSTIC PADDED
1071,22163,1042.7799999999995,875,124,4.881578947368421,HEART STRING MEMO HOLDER HANGING
1072,22164,250.22000000000006,78,15,26.642857142857142,STRING OF STARS CARD HOLDER
1073,22165,3328.1999999999966,415,147,3.6930693069306932,"DIAMANTE HEART SHAPED WALL MIRROR, "
1074,22166,1614.3999999999994,207,87,5.3,WALL MIRROR RECTANGLE DIAMANTE PINK
1075,22167,2401.0699999999983,237,157,3.1176470588235294, OVAL WALL MIRROR DIAMANTE 
1076,22168,1205.3,143,76,7.037735849056604,ORGANISER WOOD ANTIQUE WHITE 
1077,22169,10354.260000000004,1198,373,1.7348837209302326,FAMILY ALBUM WHITE PICTURE FRAME
1078,22170,6977.5999999999985,1068,265,2.078212290502793,PICTURE FRAME WOOD TRIPLE PORTRAIT
1079,22171,13746.109999999988,1811,386,1.7932692307692308,3 HOOK PHOTO SHELF ANTIQUE WHITE
1080,22173,7773.699999999982,2446,500,1.6504424778761062,METAL 4 HOOK HANGER FRENCH CHATEAU
1081,22174,6013.430000000004,3239,331,2.095505617977528,PHOTO CUBE
1082,22175,2600.13,879,173,2.921259842519685,PINK OWL SOFT TOY
1083,22176,1539.8300000000017,513,118,4.010752688172043,BLUE OWL SOFT TOY
1084,22178,33187.97000000008,24304,1047,1.2862068965517242,VICTORIAN GLASS HANGING T-LIGHT
1085,22179,7232.949999999996,967,293,2.1314285714285712,SET 10 NIGHT OWL LIGHTS
1086,22180,3561.3399999999992,334,156,2.984,RETROSPOT LAMP
1087,22181,500.90999999999985,591,57,7.294117647058823,SNOWSTORM PHOTO FRAME FRIDGE MAGNET
1088,22182,1430.4799999999993,374,124,3.806122448979592,CAKE STAND VICTORIAN FILIGREE SMALL
1089,22183,1916.009999999998,322,129,4.548780487804878,CAKE STAND VICTORIAN FILIGREE MED
1090,22184,471.8600000000002,56,35,15.541666666666666,CAKE STAND VICTORIAN FILIGREE LARGE
1091,22185,2291.439999999998,1510,166,3.3008849557522124,SLATE TILE NATURAL HANGING
1092,22186,1997.4800000000007,848,150,4.907894736842105,RED STAR CARD HOLDER
1093,22187,3245.6800000000003,1266,194,4.440476190476191,GREEN CHRISTMAS TREE CARD HOLDER
1094,22188,12487.170000000011,4871,190,2.762962962962963,BLACK HEART CARD HOLDER
1095,22189,23463.47,8291,531,1.5224489795918368,CREAM HEART CARD HOLDER
1096,22190,1057.7100000000005,676,117,4.287356321839081,LOCAL CAFE MUG
1097,22191,11971.149999999989,1452,425,1.6877828054298643,IVORY DINER WALL CLOCK
1098,22192,8189.290000000003,954,365,1.7511737089201878,BLUE DINER WALL CLOCK
1099,22193,11882.56999999999,1403,463,1.5872340425531914,RED DINER WALL CLOCK
1100,22194,625.6899999999999,66,44,9.097560975609756,BLACK DINER WALL CLOCK
1101,22195,3725.610000000002,1979,381,1.903061224489796,LARGE HEART MEASURING SPOONS
1102,22196,2759.2600000000066,2853,485,1.6651785714285714,SMALL HEART MEASURING SPOONS
1103,22197,51354.02000000012,56921,1426,1.2687074829931972,POPCORN HOLDER
1104,22198,1870.9099999999999,1025,86,11.303030303030303,LARGE POPCORN HOLDER 
1105,22199,1927.84,468,168,3.049586776859504,FRYING PAN RED RETROSPOT
1106,22200,1809.4799999999987,398,141,3.5673076923076925,FRYING PAN PINK POLKADOT
1107,22201,716.8,193,87,5.447761194029851,FRYING PAN BLUE POLKADOT
1108,22202,319.34999999999997,64,37,13.777777777777779,MILK PAN PINK POLKADOT
1109,22203,1483.1300000000008,403,145,3.4220183486238533,MILK PAN RED RETROSPOT
1110,22204,669.5400000000002,197,80,5.901639344262295,MILK PAN BLUE POLKADOT
1111,22206,4.17,5,5,71.4,"MUG , DOTCOMGIFTSHOP.COM "
1112,22207,5837.8399999999965,1334,209,2.8692307692307693,FRYING PAN UNION FLAG
1113,22208,1576.4699999999984,1515,291,2.4701986754966887,WOOD STAMP SET THANK YOU
1114,22209,968.370000000002,950,178,3.074380165289256,WOOD STAMP SET HAPPY BIRTHDAY
1115,22210,959.7000000000014,1019,195,3.234782608695652,WOOD STAMP SET BEST WISHES
1116,22211,1124.040000000001,1009,202,2.8897637795275593,WOOD STAMP SET FLOWERS
1117,22212,3713.5399999999963,1615,410,1.6877828054298643,FOUR HOOK  WHITE LOVEBIRDS
1118,22214,416.59999999999985,193,56,8.595238095238095,CANDLE PLATE LACE WHITE
1119,22215,2471.3899999999994,343,101,4.708860759493671,CAKE STAND WHITE TWO TIER LACE
1120,22216,512.9299999999997,588,68,7.0,T-LIGHT HOLDER WHITE LACE
1121,22217,832.5099999999996,840,83,6.216666666666667,T-LIGHT HOLDER HANGING LACE
1122,22218,4.25,1,1,359.0,CAKE STAND LACE WHITE
1123,22219,4037.9800000000023,4138,557,1.445736434108527,LOVEBIRD HANGING DECORATION WHITE 
1124,22220,1859.2000000000028,232,87,5.405797101449275,CAKE STAND LOVEBIRD 2 TIER WHITE
1125,22221,1104.5400000000002,131,51,8.363636363636363,CAKE STAND LOVEBIRD 2 TIER PINK
1126,22222,3880.199999999994,1057,222,2.5902777777777777,CAKE PLATE LOVEBIRD WHITE
1127,22223,1821.61,441,79,5.75,CAKE PLATE LOVEBIRD PINK
1128,22224,2767.0099999999998,835,166,3.032520325203252,WHITE LOVEBIRD LANTERN
1129,22227,1708.0699999999997,2341,301,2.0053763440860215,HANGING HEART MIRROR DECORATION 
1130,22228,778.6299999999986,1001,148,3.5686274509803924,BUNNY WOODEN PAINTED WITH BIRD 
1131,22229,432.4599999999996,568,103,4.666666666666667,BUNNY WOODEN PAINTED WITH FLOWER 
1132,22230,480.9200000000002,1048,104,4.36144578313253,JIGSAW TREE WITH WATERING CAN
1133,22231,1029.7600000000002,1000,149,3.481132075471698,JIGSAW TREE WITH BIRDHOUSE
1134,22232,604.4600000000004,690,83,5.65625,JIGSAW TOADSTOOLS 3 PIECE
1135,22233,607.73,597,109,4.433734939759036,JIGSAW RABBIT AND BIRDHOUSE
1136,22236,3624.5999999999995,308,88,4.866666666666666,CAKE STAND 3 TIER MAGIC GARDEN
1137,22241,2641.9300000000026,1978,244,3.7676767676767677,GARLAND WOODEN HAPPY EASTER
1138,22242,994.3799999999997,640,34,15.541666666666666,5 HOOK HANGER MAGIC TOADSTOOL
1139,22243,4753.289999999998,3099,134,3.9263157894736844,5 HOOK HANGER RED MAGIC TOADSTOOL
1140,22244,3280.1100000000065,1705,162,3.1880341880341883,3 HOOK HANGER MAGIC GARDEN
1141,22245,1070.8500000000001,1263,100,5.328571428571428,"HOOK, 1 HANGER ,MAGIC GARDEN"
1142,22246,962.7699999999994,431,90,5.405797101449275,MAGIC GARDEN FELT GARLAND 
1143,22247,593.1400000000003,670,118,4.5,BUNNY DECORATION MAGIC GARDEN
1144,22248,525.9399999999999,594,112,4.69620253164557,DECORATION  PINK CHICK MAGIC GARDEN
1145,22249,826.4600000000007,944,156,4.301204819277109,DECORATION WHITE CHICK MAGIC GARDEN
1146,22250,732.65,821,149,3.8247422680412373,DECORATION  BUTTERFLY  MAGIC GARDEN
1147,22251,891.9900000000002,714,140,3.71,BIRDHOUSE DECORATION MAGIC GARDEN
1148,22252,770.32,650,71,6.049180327868853,BIRDCAGE DECORATION TEALIGHT HOLDER
1149,22254,836.8000000000001,657,61,6.886792452830188,FELT TOADSTOOL LARGE
1150,22255,602.6299999999998,629,77,5.983870967741935,FELT TOADSTOOL  SMALL
1151,22256,394.14999999999986,291,56,9.0,FELT FARM ANIMAL CHICKEN
1152,22257,280.42,373,44,10.558823529411764,FELT FARM ANIMAL SHEEP
1153,22258,743.8900000000003,912,77,7.479166666666667,FELT FARM ANIMAL RABBIT
1154,22259,332.84000000000003,481,45,11.966666666666667,FELT FARM ANIMAL HEN
1155,22260,577.4399999999996,552,107,5.405797101449275,FELT EGG COSY BLUE RABBIT 
1156,22261,549.8100000000001,585,116,4.8441558441558445,FELT EGG COSY WHITE RABBIT 
1157,22262,953.86,1027,144,3.845360824742268,FELT EGG COSY CHICKEN
1158,22263,196.8199999999999,327,54,8.465116279069768,FELT EGG COSY LADYBIRD 
1159,22264,738.68,1563,100,6.098360655737705,FELT FARM ANIMAL WHITE BUNNY 
1160,22265,366.15000000000015,540,71,7.770833333333333,EASTER DECORATION NATURAL CHICK
1161,22266,596.5000000000002,1888,100,4.421052631578948,EASTER DECORATION HANGING BUNNY
1162,22267,673.1699999999997,836,85,5.1692307692307695,EASTER DECORATION EGG BUNNY 
1163,22268,804.04,2011,164,2.9649122807017543,DECORATION SITTING BUNNY
1164,22269,622.7400000000001,933,127,3.65,EGG CUP NATURAL CHICKEN
1165,22270,945.9500000000003,244,56,8.181818181818182,HAPPY EASTER HANGING DECORATION
1166,22271,5022.099999999979,1706,308,2.1314285714285712,FELTCRAFT DOLL ROSIE
1167,22272,564.9200000000002,196,49,10.628571428571428,FELTCRAFT DOLL MARIA
1168,22273,12016.340000000042,4514,338,1.9528795811518325,FELTCRAFT DOLL MOLLY
1169,22274,3974.1299999999887,1347,274,2.375796178343949,FELTCRAFT DOLL EMILY
1170,22275,527.85,69,1,372.0,WEEKEND BAG VINTAGE ROSE PAISLEY
1171,22276,838.8599999999994,290,85,5.253521126760563,WASH BAG VINTAGE ROSE PAISLEY
1172,22277,897.7400000000006,417,100,4.493975903614458,COSMETIC BAG VINTAGE ROSE PAISLEY
1173,22278,2709.299999999997,406,183,3.057377049180328,OVERNIGHT BAG VINTAGE ROSE PAISLEY
1174,22279,1007.1500000000004,834,133,3.956989247311828,POCKET BAG BLUE PAISLEY RED SPOT
1175,22280,510.83999999999975,469,97,5.111111111111111,POCKET BAG PINK PAISELY BROWN SPOT
1176,22281,935.39,132,64,7.22,EASTER TREE YELLOW BIRDS
1177,22282,2378.520000000001,149,99,4.658227848101266,12 EGG HOUSE PAINTED WOOD
1178,22283,2742.3300000000013,301,156,3.0080645161290325,6 EGG HOUSE PAINTED WOOD
1179,22284,1641.619999999998,954,136,4.275862068965517,HEN HOUSE DECORATION
1180,22285,1494.8999999999983,871,124,4.536585365853658,HANGING HEN ON NEST DECORATION
1181,22286,1065.3899999999999,1149,118,4.183908045977011,DECORATION WOBBLY RABBIT METAL 
1182,22287,720.16,796,82,5.515151515151516,DECORATION WOBBLY CHICKEN
1183,22288,618.2000000000003,475,63,7.571428571428571,HANGING METAL RABBIT DECORATION
1184,22289,198.52,152,37,11.28125,HANGING METAL CHICKEN DECORATION
1185,22291,1946.6199999999997,1317,127,4.6075949367088604,HANGING CHICK CREAM DECORATION
1186,22292,1608.8599999999997,1139,119,4.65,HANGING CHICK  YELLOW DECORATION
1187,22293,1341.6699999999992,907,129,4.123595505617978,HANGING CHICK GREEN DECORATION
1188,22294,6901.330000000001,5534,314,2.0722222222222224,HEART FILIGREE DOVE  SMALL
1189,22295,4643.670000000006,2807,260,2.4064516129032256,HEART FILIGREE DOVE LARGE
1190,22296,5274.120000000008,3156,332,1.9427083333333333,HEART IVORY TRELLIS LARGE
1191,22297,5468.660000000006,4171,389,1.8743718592964824,HEART IVORY TRELLIS SMALL
1192,22299,1386.9700000000005,1379,80,6.216666666666667,PIG KEYRING WITH LIGHT & SOUND 
1193,22300,3444.9100000000053,1542,199,2.937007874015748,COFFEE MUG DOG + BALL DESIGN
1194,22301,5031.830000000013,2225,256,2.4220779220779223,COFFEE MUG CAT + BIRD DESIGN
1195,22302,5136.840000000013,2330,214,2.4093959731543624,COFFEE MUG PEARS  DESIGN
1196,22303,6353.550000000021,2822,263,2.0930232558139537,COFFEE MUG APPLES DESIGN
1197,22304,1368.1799999999998,767,62,7.037735849056604,COFFEE MUG BLUE PAISLEY DESIGN
1198,22305,1604.5799999999988,693,51,7.530612244897959,COFFEE MUG PINK PAISLEY DESIGN
1199,22306,1428.5699999999993,1174,115,5.621212121212121,SILVER MUG BONE CHINA TREE OF LIFE
1200,22307,969.6400000000007,770,75,7.134615384615385,GOLD MUG BONE CHINA TREE OF LIFE
1201,22308,877.3800000000002,250,105,4.6625,TEA COSY BLUE STRIPE
1202,22309,1093.5999999999997,370,123,4.144444444444445,TEA COSY RED  STRIPE
1203,22310,1296.2299999999996,668,111,4.493975903614458,IVORY KNITTED MUG COSY 
1204,22311,3418.5099999999998,1137,149,3.552380952380952,OFFICE MUG WARMER BLACK+SILVER 
1205,22312,1962.290000000001,649,137,3.845360824742268,OFFICE MUG WARMER POLKADOT
1206,22313,1564.8300000000002,565,67,6.543859649122807,OFFICE MUG WARMER PINK
1207,22314,1762.0700000000013,571,136,4.0989010989010985,OFFICE MUG WARMER CHOC+BLUE
1208,22315,1221.4300000000003,918,175,3.0826446280991737,200 RED + WHITE BENDY STRAWS
1209,22316,743.6200000000001,661,56,7.44,200 BENDY SKULL STRAWS
1210,22317,882.6200000000006,287,90,5.180555555555555,FIVE CATS HANGING DECORATION
1211,22318,1541.6200000000015,462,143,3.4537037037037037,FIVE HEART HANGING DECORATION
1212,22319,587.8600000000002,1346,63,7.3,HAIRCLIPS FORTIES FABRIC ASSORTED
1213,22320,1147.2700000000004,189,73,5.904761904761905,BIRDS MOBILE VINTAGE DESIGN
1214,22321,881.3299999999999,917,133,3.73,BIRD DECORATION RED RETROSPOT
1215,22322,747.81,820,139,3.956989247311828,BIRD DECORATION GREEN POLKADOT
1216,22323,1.95,1,1,331.0,PINK POLKADOT KIDS BAG
1217,22324,688.2999999999996,286,75,6.016129032258065,BLUE POLKADOT KIDS BAG
1218,22325,1151.3000000000009,250,94,5.180555555555555,MOBILE VINTAGE HEARTS 
1219,22326,24438.620000000254,8560,746,1.3917910447761195,ROUND SNACK BOXES SET OF4 WOODLAND 
1220,22327,4336.699999999996,1178,298,2.016216216216216,ROUND SNACK BOXES SET OF 4 SKULLS
1221,22328,19130.370000000126,6847,595,1.4401544401544402,ROUND SNACK BOXES SET OF 4 FRUITS 
1222,22329,2663.5400000000036,1604,240,2.358974358974359,ROUND CONTAINER SET OF 5 RETROSPOT
1223,22331,2975.1399999999976,1840,183,2.762962962962963,WOODLAND PARTY BAG + STICKER SET
1224,22332,1679.6500000000017,1033,150,3.1260504201680672,SKULLS PARTY BAG + STICKER SET
1225,22333,7047.239999999982,4494,322,1.855721393034826,RETROSPOT PARTY BAG + STICKER SET
1226,22334,1160.7100000000005,707,102,4.428571428571429,DINOSAUR PARTY BAG + STICKER SET
1227,22335,1672.7900000000004,2386,235,2.5033557046979866,HEART DECORATION PAINTED ZINC 
1228,22336,754.4099999999999,2383,83,6.907407407407407,DOVE DECORATION PAINTED ZINC 
1229,22337,574.5399999999996,912,78,7.729166666666667,ANGEL DECORATION PAINTED ZINC 
1230,22338,1234.6699999999998,4683,187,4.8441558441558445,STAR DECORATION PAINTED ZINC 
1231,22339,683.3099999999994,2468,88,8.065217391304348,CHRISTMAS TREE PAINTED ZINC 
1232,22340,792.28,1411,130,5.575757575757576,NOEL GARLAND PAINTED ZINC 
1233,22341,827.6299999999993,453,78,5.8125,LOVE GARLAND PAINTED ZINC 
1234,22342,1111.5799999999992,997,128,3.6930693069306932,HOME GARLAND PAINTED ZINC 
1235,22343,873.9000000000001,1977,95,5.552238805970149,PARTY PIZZA DISH RED RETROSPOT
1236,22344,460.3799999999998,1228,77,6.362068965517241,PARTY PIZZA DISH PINK POLKADOT
1237,22345,399.62,1120,74,7.173076923076923,PARTY PIZZA DISH BLUE POLKADOT
1238,22346,381.66,1037,61,7.6875,PARTY PIZZA DISH GREEN POLKADOT
1239,22348,3584.9899999999975,4086,363,1.855721393034826,TEA BAG PLATE RED RETROSPOT
1240,22349,5389.0199999999995,1368,133,3.9680851063829787,DOG BOWL CHASING BALL DESIGN
1241,22350,3822.120000000008,1410,121,3.8854166666666665,ILLUSTRATED CAT BOWL 
1242,22351,23.089999999999996,13,2,147.0,DOTCOMGIFTSHOP TEA TOWEL
1243,22352,7873.720000000037,3093,489,1.6651785714285714,LUNCH BOX WITH CUTLERY RETROSPOT 
1244,22353,155.54999999999998,61,25,16.105263157894736,LUNCH BOX WITH CUTLERY FAIRY CAKES 
1245,22354,2860.9800000000005,750,83,5.271428571428571,RETROSPOT PADDED SEAT CUSHION
1246,22355,29277.94999999995,18152,899,1.3087719298245615,CHARLOTTE BAG SUKI DESIGN
1247,22356,11420.289999999999,9719,758,1.3866171003717471,CHARLOTTE BAG PINK POLKADOT
1248,22357,2175.0400000000027,468,180,2.9140625,KINGS CHOICE BISCUIT TIN
1249,22358,2557.1199999999967,700,258,2.2335329341317367,KINGS CHOICE TEA CADDY 
1250,22359,608.7200000000001,184,82,5.253521126760563,GLASS JAR KINGS CHOICE
1251,22360,3210.5199999999886,1016,221,2.5724137931034483,GLASS JAR ENGLISH CONFECTIONERY
1252,22361,2598.229999999994,729,271,2.274390243902439,GLASS JAR DAISY FRESH COTTON WOOL
1253,22362,1329.4400000000014,408,133,3.533333333333333,GLASS JAR PEACOCK BATH SALTS
1254,22363,1383.7500000000014,481,84,4.946666666666666,GLASS JAR MARMALADE 
1255,22364,2010.1700000000014,619,168,3.057377049180328,GLASS JAR DIGESTIVE BISCUITS
1256,22365,5762.280000000003,790,180,2.976,DOORMAT RESPECTABLE HOUSE
1257,22366,6034.900000000003,800,220,2.4064516129032256,DOORMAT AIRMAIL 
1258,22367,7520.280000000012,3755,559,1.5040322580645162,CHILDRENS APRON SPACEBOY DESIGN
1259,22371,5093.570000000001,1091,400,1.8195121951219513,AIRLINE BAG VINTAGE TOKYO 78
1260,22372,1289.4899999999993,279,148,3.2155172413793105,AIRLINE BAG VINTAGE WORLD CHAMPION 
1261,22374,2440.27,549,226,2.4473684210526314,AIRLINE BAG VINTAGE JET SET RED
1262,22375,1639.289999999999,349,170,2.937007874015748,AIRLINE BAG VINTAGE JET SET BROWN
1263,22376,1141.6999999999998,254,125,3.621359223300971,AIRLINE BAG VINTAGE JET SET WHITE
1264,22377,2171.5300000000043,1330,207,2.7669172932330826,BOTTLE BAG RETROSPOT 
1265,22378,3649.070000000012,2288,295,2.302469135802469,WALL TIDY RETROSPOT 
1266,22379,15636.989999999967,6910,755,1.4182509505703422,RECYCLING BAG RETROSPOT 
1267,22380,2823.8600000000056,1316,290,2.0382513661202184,TOY TIDY SPACEBOY  
1268,22381,7437.940000000017,3441,475,1.5940170940170941,TOY TIDY PINK POLKADOT
1269,22382,18092.359999999982,10464,1179,1.3087719298245615,LUNCH BAG SPACEBOY DESIGN 
1270,22383,22542.44000000002,12552,1326,1.2996515679442509,LUNCH BAG SUKI DESIGN 
1271,22384,17435.18999999994,10515,1117,1.2773972602739727,LUNCH BAG PINK POLKADOT
1272,22385,17081.859999999848,8671,696,1.5435684647302905,JUMBO BAG SPACEBOY DESIGN
1273,22386,42436.24000000009,21465,1238,1.2951388888888888,JUMBO BAG PINK POLKADOT
1274,22389,641.5499999999998,338,45,9.945945945945946,PAPERWEIGHT SAVE THE PLANET
1275,22390,445.44000000000005,268,37,11.53125,PAPERWEIGHT CHILDHOOD MEMORIES
1276,22391,245.58000000000004,158,29,12.551724137931034,PAPERWEIGHT HOME SWEET HOME
1277,22393,741.9800000000002,512,72,6.907407407407407,PAPERWEIGHT VINTAGE COLLAGE
1278,22394,230.68000000000004,168,23,18.65,PAPERWEIGHT KINGS CHOICE 
1279,22395,220.04000000000005,152,33,14.26923076923077,PAPERWEIGHT VINTAGE PAISLEY
1280,22396,634.4299999999992,1232,133,3.6930693069306932,MAGNETS PACK OF 4 RETRO PHOTO
1281,22398,1589.5100000000036,2576,253,2.456953642384106,MAGNETS PACK OF 4 SWALLOWS
1282,22399,1347.0800000000004,1152,98,4.3882352941176475,MAGNETS PACK OF 4 CHILDHOOD MEMORY
1283,22400,731.8199999999981,1400,159,3.485981308411215,MAGNETS PACK OF 4 HOME SWEET HOME
1284,22402,1035.5799999999974,1723,156,3.485981308411215,MAGNETS PACK OF 4 VINTAGE COLLAGE
1285,22403,689.6699999999987,1323,126,3.967741935483871,MAGNETS PACK OF 4 VINTAGE LABELS 
1286,22405,417.86,374,72,6.322033898305085,MONEY BOX POCKET MONEY DESIGN
1287,22406,403.4599999999998,346,84,5.391304347826087,MONEY BOX KINGS CHOICE DESIGN
1288,22407,100.53,95,25,14.875,MONEY BOX FIRST ADE DESIGN
1289,22408,163.69000000000003,146,30,13.777777777777779,MONEY BOX CONFECTIONERY DESIGN
1290,22409,299.72,228,57,6.907407407407407,MONEY BOX BISCUITS DESIGN
1291,22410,247.42000000000007,237,58,6.754716981132075,MONEY BOX HOUSEKEEPING DESIGN
1292,22411,28634.9499999999,12602,1190,1.3041958041958042,JUMBO SHOPPER VINTAGE RED PAISLEY
1293,22412,1938.1500000000021,914,151,3.254385964912281,METAL SIGN NEIGHBOURHOOD WITCH 
1294,22413,11104.789999999972,3777,419,1.5940170940170941,METAL SIGN TAKE IT OR LEAVE IT 
1295,22414,2038.3899999999992,279,95,4.756410256410256,DOORMAT NEIGHBOURHOOD WITCH 
1296,22415,151.05,19,13,30.75,WHITE TISSUE REAM
1297,22416,1210.820000000001,868,76,5.333333333333333,SET OF 36 DOILIES SPACEBOY DESIGN 
1298,22417,4566.5399999999945,8426,533,1.516260162601626,PACK OF 60 SPACEBOY CAKE CASES
1299,22418,5585.449999999995,6564,319,2.0382513661202184,10 COLOUR SPACEBOY PEN
1300,22419,1676.8799999999999,3347,281,2.4701986754966887,LIPSTICK PEN RED
1301,22420,611.7200000000003,1334,129,4.054347826086956,LIPSTICK PEN BABY PINK
1302,22421,1347.5200000000004,2598,216,2.6267605633802815,LIPSTICK PEN FUSCHIA
1303,22422,776.7499999999997,1274,209,2.984,TOOTHPASTE TUBE PEN
1304,22423,174484.74000000025,13879,2017,1.239202657807309,REGENCY CAKESTAND 3 TIER
1305,22424,12383.829999999976,875,456,1.6217391304347826,ENAMEL BREAD BIN CREAM
1306,22425,2346.1199999999994,460,166,3.134453781512605,ENAMEL COLANDER CREAM
1307,22426,2858.959999999999,743,210,2.6013986013986012,ENAMEL WASH BOWL CREAM
1308,22427,12671.060000000043,2110,512,1.776190476190476,ENAMEL FLOWER JUG CREAM
1309,22428,1854.760000000003,246,114,4.010752688172043,ENAMEL FIRE BUCKET CREAM
1310,22429,5549.679999999998,1272,387,1.7677725118483412,ENAMEL MEASURING JUG CREAM
1311,22430,3266.090000000005,622,200,2.762962962962963,ENAMEL WATERING CAN CREAM
1312,22431,4002.6099999999947,2060,338,1.9893048128342246,WATERING CAN BLUE ELEPHANT
1313,22432,3350.6199999999935,1720,283,2.2606060606060607,WATERING CAN PINK BUNNY
1314,22433,2667.500000000002,1394,229,2.7153284671532845,WATERING CAN GREEN DINOSAUR
1315,22434,1580.16,798,128,3.6116504854368934,BALLOON PUMP WITH 10 BALLOONS
1316,22435,3456.750000000002,2766,274,2.1073446327683616,SET OF 9 HEART SHAPED BALLOONS
1317,22436,1412.16,2155,169,3.0491803278688523,12 COLOURED PARTY BALLOONS
1318,22437,2418.940000000002,2830,229,2.2606060606060607,SET OF 9 BLACK SKULL BALLOONS
1319,22438,1058.6899999999998,1022,104,5.253521126760563,BALLOON ART MAKE YOUR OWN FLOWERS
1320,22439,1297.1200000000006,1904,204,2.657142857142857,6 ROCKET BALLOONS 
1321,22440,2385.1200000000035,6034,162,3.263157894736842,BALLOON WATER BOMB PACK OF 35
1322,22441,2301.310000000001,1051,225,2.52027027027027,GROW YOUR OWN BASIL IN ENAMEL MUG
1323,22442,1241.3000000000006,296,78,6.642857142857143,GROW YOUR OWN FLOWERS SET OF 3
1324,22443,1399.6900000000003,165,91,5.314285714285714,GROW YOUR OWN HERBS SET OF 3
1325,22444,1107.87,839,58,9.81578947368421,GROW YOUR OWN PLANT IN A CAN 
1326,22445,1624.7600000000014,537,137,4.054347826086956,PENCIL CASE LIFE IS BEAUTIFUL
1327,22446,1135.1800000000003,439,136,4.144444444444445,PIN CUSHION BABUSHKA PINK
1328,22447,410.8100000000002,137,45,10.657142857142857,PIN CUSHION BABUSHKA BLUE
